session_id,model_name,application_domain,task_type,prompt_length,total_tokens,temperature,top_p,rag_enabled,latency_sec,hallucination_flag,user_satisfaction,estimated_cost_usd,successful_response
498,Qwen 2.5,Healthcare,QA,1185,1308,0.37,0.54,1,6.46,1,4,0.0137,0
499,Qwen 2.5,Customer Support,Translation,795,1454,0.08,0.71,1,2.59,1,4,0.0081,0
500,Qwen 2.5,Coding,RAG,170,1149,1.46,0.88,0,4.04,0,4,0.0087,1
501,Gemma 3,Customer Support,Classification,973,1795,0.35,0.61,1,8.13,1,3,0.0332,0
502,Claude 3.7,Finance,Translation,938,1307,0.73,0.53,1,2.25,1,4,0.0108,0
503,Llama 3.1,Retail,Summarization,220,1331,0.61,0.86,1,1.31,0,5,0.0168,1
504,Qwen 2.5,Finance,Summarization,1132,2043,0.24,0.74,1,2.13,0,5,0.0167,1
505,Mistral Large,Finance,Classification,1367,2335,1.0,0.87,0,7.46,1,4,0.0088,0
506,Llama 3.1,Customer Support,Summarization,1967,2999,0.61,0.8,1,8.01,1,4,0.0093,0
507,Claude 3.7,Legal,Summarization,1827,2774,0.87,0.88,0,8.8,0,4,0.025,0
508,Claude 3.7,Retail,RAG,431,1156,1.02,0.66,1,5.19,1,5,0.0144,0
509,Gemma 3,Customer Support,QA,1745,2911,0.19,0.65,0,5.26,0,5,0.0246,0
510,Llama 3.1,Legal,Summarization,491,1292,0.65,0.8,1,5.69,1,4,0.0075,0
511,Llama 3.1,Healthcare,QA,395,1005,0.83,0.92,0,3.5,1,5,0.0141,0
512,Mistral Large,Customer Support,Code Generation,1337,1530,0.02,0.86,0,5.67,1,4,0.0253,0
513,Claude 3.7,Healthcare,Translation,1247,2054,1.4,0.81,1,5.3,1,4,0.011,0
514,Qwen 2.5,Education,QA,1030,1118,1.27,0.62,1,5.4,1,5,0.0137,0
515,GPT-4o,Finance,RAG,1198,2276,0.72,0.85,1,2.81,1,4,0.041,0
516,Mistral Large,Retail,RAG,1301,2024,1.11,0.98,0,2.44,1,5,0.0044,0
517,Qwen 2.5,Education,Code Generation,1185,1548,1.1,0.71,1,9.17,1,3,0.0288,0
518,Gemma 3,Legal,QA,1617,2234,0.85,0.53,0,5.91,0,5,0.0296,0
519,GPT-4o,Retail,Summarization,269,852,0.76,0.93,1,2.7,0,5,0.0019,1
520,GPT-4o,Education,QA,1873,2376,0.89,0.58,1,6.03,0,4,0.0389,0
521,Qwen 2.5,Finance,Summarization,1991,2795,0.22,0.97,1,3.89,1,4,0.0277,0
522,Mistral Large,Coding,Translation,1193,1556,1.1,0.67,0,6.7,0,4,0.0165,0
523,Mistral Large,Coding,Classification,488,532,0.57,0.85,1,4.51,0,4,0.0087,1
524,GPT-4o,Education,Code Generation,1979,2557,0.8,0.98,1,3.43,1,4,0.0174,0
525,GPT-4o,Customer Support,QA,1206,1594,0.59,0.89,1,7.55,0,4,0.0035,0
526,Claude 3.7,Healthcare,QA,34,634,0.62,0.76,0,5.59,1,4,0.0017,0
527,Qwen 2.5,Customer Support,Code Generation,1932,2128,0.89,0.95,0,4.31,0,5,0.0092,1
528,Qwen 2.5,Legal,Classification,1169,1792,1.2,0.59,1,2.53,0,5,0.0338,1
529,GPT-4o,Legal,RAG,1585,1936,0.64,0.95,1,8.19,1,4,0.0135,0
530,Claude 3.7,Legal,Summarization,691,853,1.49,0.63,1,7.4,0,4,0.016,0
531,GPT-4o,Healthcare,Translation,1331,2255,0.74,0.57,0,7.86,0,5,0.0087,0
532,Qwen 2.5,Education,RAG,1500,1597,0.38,0.72,0,9.07,0,4,0.0109,0
533,GPT-4o,Retail,Summarization,1186,2033,0.01,0.85,1,7.7,1,5,0.0326,0
534,Qwen 2.5,Coding,QA,16,718,0.58,0.84,1,6.3,0,5,0.0066,0
535,Mistral Large,Coding,Summarization,758,1193,0.8,0.98,1,1.78,1,4,0.0032,0
536,Llama 3.1,Finance,QA,622,815,1.04,0.95,1,5.9,1,5,0.0081,0
537,Mistral Large,Healthcare,QA,405,1532,0.04,1.0,0,2.57,1,5,0.0168,0
538,Claude 3.7,Finance,Code Generation,704,1795,0.08,0.89,0,1.41,0,5,0.0255,1
539,Llama 3.1,Coding,Code Generation,1196,2181,0.35,0.54,0,7.43,1,5,0.0286,0
540,GPT-4o,Healthcare,RAG,277,646,0.02,0.82,1,7.6,0,5,0.002,0
541,Claude 3.7,Retail,Summarization,1228,2071,1.2,0.61,1,8.01,1,4,0.0405,0
542,Mistral Large,Finance,Code Generation,668,817,1.25,0.9,1,7.0,0,4,0.0037,0
543,Mistral Large,Customer Support,Summarization,767,991,0.83,0.72,0,8.38,0,5,0.0133,0
544,Mistral Large,Coding,Summarization,42,914,1.32,0.54,1,0.31,0,5,0.0149,1
545,Claude 3.7,Healthcare,Code Generation,432,529,0.21,0.64,0,4.25,0,5,0.0079,1
546,Claude 3.7,Education,Translation,1702,1962,1.17,0.67,0,2.36,0,5,0.0384,1
547,Mistral Large,Legal,Summarization,1049,1465,0.33,0.89,0,6.65,1,3,0.0069,0
548,Mistral Large,Healthcare,QA,337,1247,1.01,0.52,0,5.65,1,4,0.0163,0
549,Qwen 2.5,Legal,Translation,1526,2600,0.08,0.77,1,3.34,0,4,0.0471,1
550,Qwen 2.5,Legal,Summarization,1197,1442,0.49,0.6,0,6.98,1,4,0.0054,0
551,Llama 3.1,Legal,Classification,779,1095,1.34,0.54,1,5.74,0,4,0.0142,0
552,GPT-4o,Education,Summarization,289,996,0.69,0.6,0,3.36,1,4,0.0144,0
553,Qwen 2.5,Retail,Summarization,237,861,1.28,0.73,0,1.83,1,5,0.014,0
554,Qwen 2.5,Legal,Code Generation,1193,2182,1.46,0.93,0,2.37,1,5,0.0153,0
555,Mistral Large,Coding,Translation,1797,2672,0.37,0.66,0,6.97,0,5,0.0073,0
556,GPT-4o,Coding,Code Generation,78,1112,0.64,0.7,1,6.61,0,4,0.0134,0
557,Mistral Large,Customer Support,Translation,842,1844,1.42,0.57,0,3.56,0,5,0.0091,1
558,Mistral Large,Coding,Code Generation,1540,1938,0.88,0.99,1,5.74,0,5,0.0168,0
559,Claude 3.7,Retail,Translation,12,639,1.29,0.54,0,7.18,1,4,0.0044,0
560,GPT-4o,Healthcare,RAG,1637,2711,0.31,0.84,0,7.09,1,5,0.0383,0
561,GPT-4o,Coding,RAG,758,1061,0.7,0.52,0,4.01,0,5,0.0067,1
562,Qwen 2.5,Legal,Classification,1520,2196,1.41,0.79,0,9.58,0,4,0.015,0
563,Gemma 3,Legal,Translation,121,1230,0.1,0.67,1,4.14,0,5,0.0143,1
564,Llama 3.1,Education,QA,763,1720,1.2,0.97,0,7.46,0,4,0.0155,0
565,Mistral Large,Coding,Translation,233,1319,0.25,0.56,0,1.65,0,5,0.0032,1
566,Llama 3.1,Customer Support,Translation,1918,2325,0.2,0.67,1,6.06,0,4,0.0411,0
567,Gemma 3,Retail,Summarization,1330,2435,0.5,0.79,1,6.98,1,5,0.0244,0
568,Gemma 3,Education,RAG,1849,2459,1.18,0.59,1,4.54,1,5,0.007,0
569,Qwen 2.5,Customer Support,Summarization,1968,2347,0.25,0.96,0,8.21,1,4,0.034,0
570,Qwen 2.5,Healthcare,Code Generation,340,893,0.36,0.52,1,3.09,0,4,0.0051,1
571,Mistral Large,Customer Support,Summarization,659,927,1.47,0.57,1,4.52,0,5,0.0086,1
572,Claude 3.7,Coding,Summarization,1951,2941,0.69,0.66,1,2.67,1,5,0.0572,0
573,Gemma 3,Healthcare,RAG,1647,1749,0.85,0.95,1,5.71,0,4,0.0208,0
574,Gemma 3,Finance,QA,1274,2372,1.26,0.72,0,2.51,0,4,0.0447,1
575,Claude 3.7,Healthcare,Code Generation,181,599,0.81,0.72,1,5.66,0,4,0.0077,0
576,Mistral Large,Customer Support,Translation,749,793,0.6,0.86,1,4.47,1,4,0.0066,0
577,Mistral Large,Coding,RAG,189,800,0.32,0.94,1,6.22,1,4,0.0121,0
578,Claude 3.7,Customer Support,RAG,295,1390,1.25,0.8,1,1.69,1,5,0.0044,0
579,Llama 3.1,Customer Support,RAG,191,1374,0.01,0.82,1,2.57,0,5,0.0061,1
580,GPT-4o,Finance,Classification,602,1767,0.83,0.52,1,7.4,1,4,0.0107,0
581,Llama 3.1,Healthcare,QA,624,1011,1.43,0.92,1,4.67,1,4,0.0145,0
582,Qwen 2.5,Legal,Code Generation,1576,2754,0.42,1.0,1,2.69,1,4,0.0183,0
583,Qwen 2.5,Finance,Classification,1685,1824,0.18,0.76,0,6.79,1,4,0.0188,0
584,GPT-4o,Retail,Summarization,344,957,0.08,0.68,0,5.59,1,4,0.0129,0
585,Gemma 3,Education,Code Generation,1579,2246,0.94,0.88,1,6.84,0,5,0.0322,0
586,Mistral Large,Legal,Classification,1439,1739,1.03,0.55,0,6.52,0,4,0.0152,0
587,Claude 3.7,Customer Support,Translation,1896,3060,1.37,0.55,0,3.78,0,5,0.0519,1
588,Mistral Large,Education,Classification,1469,1727,0.83,0.88,0,2.93,1,5,0.0322,0
589,Llama 3.1,Finance,Code Generation,1425,2068,0.54,0.91,0,8.92,1,3,0.0345,0
590,Mistral Large,Healthcare,Summarization,301,549,1.03,0.65,1,2.21,0,4,0.0088,1
591,GPT-4o,Customer Support,QA,230,768,0.05,0.83,0,5.11,1,4,0.0057,0
592,Qwen 2.5,Education,Translation,1612,2351,0.19,0.8,0,6.8,0,4,0.0109,0
593,Claude 3.7,Finance,Code Generation,722,944,0.53,0.93,0,7.19,0,5,0.0149,0
594,Mistral Large,Education,Code Generation,402,860,1.45,0.59,0,6.58,0,5,0.0149,0
595,GPT-4o,Customer Support,Classification,1217,2105,0.28,0.84,1,2.56,1,4,0.0128,0
596,Mistral Large,Healthcare,RAG,263,1424,0.7,0.76,1,4.4,1,5,0.005,0
597,Mistral Large,Finance,QA,590,1744,0.69,0.87,0,6.3,1,4,0.0344,0
598,Claude 3.7,Coding,Code Generation,1842,2868,1.26,0.74,0,7.8,0,4,0.0262,0
599,Llama 3.1,Retail,RAG,184,336,0.18,0.7,0,5.85,0,4,0.0019,0
600,Mistral Large,Legal,Translation,261,1010,0.35,0.71,1,4.42,1,4,0.013,0
601,GPT-4o,Coding,QA,581,1073,0.22,0.73,1,1.88,1,5,0.0047,0
602,GPT-4o,Coding,Translation,1710,2042,0.1,0.84,1,9.92,1,3,0.027,0
603,Claude 3.7,Retail,QA,1581,2634,0.74,0.73,1,4.47,1,4,0.0216,0
604,Mistral Large,Healthcare,QA,1960,2901,1.15,1.0,1,9.51,0,4,0.0255,0
605,Mistral Large,Customer Support,QA,372,1274,0.83,0.93,1,3.03,0,4,0.019,1
606,Mistral Large,Education,RAG,1175,2346,1.01,0.83,1,7.01,1,5,0.0261,0
607,Gemma 3,Education,Code Generation,1220,1365,1.46,0.81,1,4.48,1,4,0.0038,0
608,GPT-4o,Coding,Summarization,1205,1931,0.04,0.95,1,4.37,0,5,0.0182,1
609,Gemma 3,Healthcare,RAG,517,771,0.35,0.66,1,1.51,0,5,0.0018,1
610,Mistral Large,Retail,RAG,1357,2338,1.3,0.78,0,8.93,1,4,0.0462,0
611,Gemma 3,Finance,Translation,670,1707,0.86,0.9,1,1.82,0,5,0.0269,1
612,Claude 3.7,Legal,Summarization,623,1231,0.55,0.72,0,4.85,0,4,0.0091,1
613,Mistral Large,Legal,Summarization,1289,1868,1.11,0.55,1,8.4,0,3,0.0307,0
614,Gemma 3,Retail,Translation,721,1846,1.19,0.83,1,3.46,1,4,0.0175,0
615,Mistral Large,Education,Code Generation,938,1394,1.01,0.77,1,8.24,0,4,0.0235,0
616,Qwen 2.5,Coding,Classification,1101,1867,1.21,0.93,0,8.65,0,4,0.0118,0
617,Llama 3.1,Education,Code Generation,1738,2602,0.65,0.66,0,8.85,0,4,0.0186,0
618,Mistral Large,Legal,Code Generation,1241,1896,0.35,0.62,0,2.92,0,5,0.0229,1
619,Qwen 2.5,Legal,QA,1864,3011,0.06,0.58,1,3.59,1,4,0.0522,0
620,Mistral Large,Customer Support,Code Generation,123,887,1.29,0.54,1,5.05,0,5,0.0159,0
621,GPT-4o,Customer Support,Classification,1735,2771,0.21,0.56,1,8.1,0,5,0.0174,0
622,Gemma 3,Legal,RAG,684,1150,1.25,0.87,1,7.34,0,4,0.0059,0
623,Gemma 3,Customer Support,Summarization,530,1667,1.29,0.53,1,5.02,0,4,0.0238,0
624,Qwen 2.5,Coding,Classification,753,1263,0.71,0.68,0,3.54,0,4,0.0113,1
625,Gemma 3,Education,QA,1859,1895,1.22,0.56,1,9.29,1,4,0.0172,0
626,Mistral Large,Customer Support,QA,1927,2596,1.23,0.62,1,4.25,0,5,0.041,1
627,GPT-4o,Customer Support,Summarization,571,1272,1.3,0.91,1,8.25,1,4,0.0226,0
628,Llama 3.1,Coding,RAG,1440,1516,0.39,0.53,1,5.28,1,5,0.0205,0
629,Claude 3.7,Coding,Code Generation,1630,2829,0.96,0.5,1,3.8,1,4,0.0137,0
630,Llama 3.1,Coding,Translation,1572,2571,0.2,0.8,1,5.37,1,5,0.0113,0
631,Claude 3.7,Finance,QA,1703,2528,0.49,0.64,0,2.99,1,5,0.048,0
632,Llama 3.1,Healthcare,RAG,1951,2918,0.03,0.78,0,7.41,0,4,0.0427,0
633,Mistral Large,Customer Support,RAG,1275,2456,0.64,0.63,0,2.49,1,4,0.0367,0
634,Mistral Large,Customer Support,Summarization,1704,2313,1.01,0.56,1,7.9,0,5,0.0205,0
635,Gemma 3,Education,Summarization,1238,1627,0.32,0.91,1,7.42,0,4,0.0075,0
636,Qwen 2.5,Legal,Code Generation,1275,1316,0.68,0.62,0,6.34,1,4,0.0233,0
637,Llama 3.1,Legal,Classification,444,659,1.07,0.85,0,6.5,1,4,0.0019,0
638,Mistral Large,Coding,Classification,1251,1790,1.41,0.98,0,6.43,0,4,0.0159,0
639,Mistral Large,Finance,QA,280,1331,1.45,0.78,0,5.08,1,4,0.0108,0
640,Gemma 3,Coding,Classification,659,940,1.07,0.72,0,3.05,1,4,0.0183,0
641,Mistral Large,Customer Support,Summarization,1906,2818,0.65,0.95,1,4.64,1,5,0.0216,0
642,Mistral Large,Education,Summarization,1148,1472,1.28,0.83,0,7.86,0,4,0.0078,0
643,Mistral Large,Legal,RAG,1455,2379,0.7,0.56,0,9.0,1,4,0.0351,0
644,Claude 3.7,Customer Support,Classification,240,841,1.27,0.93,0,1.46,0,4,0.0042,1
645,Mistral Large,Coding,QA,1163,2035,1.34,0.79,0,6.21,0,5,0.0131,0
646,Gemma 3,Finance,QA,1827,2612,0.49,0.64,1,10.14,0,4,0.0499,0
647,Mistral Large,Education,Code Generation,176,870,0.69,0.85,0,4.16,1,5,0.012,0
648,Claude 3.7,Retail,RAG,1513,2194,1.36,0.9,1,3.1,0,5,0.0338,1
649,Mistral Large,Education,Code Generation,199,261,0.6,0.59,0,7.98,1,5,0.0013,0
650,Gemma 3,Retail,Summarization,1551,1839,1.43,0.58,1,4.47,1,4,0.0069,0
651,Mistral Large,Coding,RAG,1012,1897,0.67,0.69,0,3.56,1,5,0.0248,0
652,GPT-4o,Education,RAG,200,1234,0.06,0.67,0,4.07,0,5,0.0168,1
653,GPT-4o,Retail,QA,905,1434,0.12,0.9,1,3.67,0,5,0.0105,1
654,Claude 3.7,Healthcare,Translation,1888,3072,0.07,0.55,1,5.87,0,5,0.0258,0
655,Gemma 3,Education,Translation,43,155,0.17,0.83,1,1.65,0,4,0.0028,1
656,Claude 3.7,Education,Code Generation,1492,1895,0.68,0.84,1,6.93,1,4,0.0065,0
657,Qwen 2.5,Coding,Translation,227,1224,0.65,0.51,0,3.56,0,5,0.0114,1
658,Llama 3.1,Healthcare,QA,1496,2135,0.73,0.81,1,9.67,1,3,0.0095,0
659,Claude 3.7,Finance,QA,1435,2347,1.46,0.93,0,3.63,0,5,0.0409,1
660,Mistral Large,Legal,QA,626,958,1.15,0.57,0,4.27,0,5,0.0096,1
661,Qwen 2.5,Legal,RAG,1770,2473,0.67,0.62,0,4.71,1,3,0.033,0
662,Qwen 2.5,Retail,Code Generation,1747,2765,0.74,0.79,0,8.09,1,4,0.0311,0
663,Qwen 2.5,Legal,RAG,1863,3063,1.23,0.74,1,8.1,0,4,0.0096,0
664,Gemma 3,Legal,Summarization,249,599,0.74,0.97,0,3.22,1,4,0.0033,0
665,Mistral Large,Customer Support,Code Generation,1049,1669,0.33,0.95,0,4.16,1,5,0.0151,0
666,Mistral Large,Finance,Summarization,1346,1944,1.1,0.9,0,8.12,0,4,0.0069,0
667,GPT-4o,Education,Classification,418,918,0.23,0.75,1,6.91,1,4,0.0026,0
668,GPT-4o,Retail,Summarization,741,1452,1.02,0.59,0,7.83,0,4,0.019,0
669,Claude 3.7,Coding,QA,1006,1335,0.39,0.67,1,4.23,0,5,0.0237,1
670,GPT-4o,Finance,Code Generation,1456,1684,0.08,0.97,0,8.25,0,5,0.0046,0
671,Llama 3.1,Coding,Classification,251,1307,1.31,0.96,1,1.74,1,5,0.0231,0
672,Gemma 3,Retail,Summarization,695,1217,1.23,0.56,0,2.64,1,5,0.0128,0
673,Mistral Large,Legal,RAG,184,1288,0.4,0.86,0,3.67,0,5,0.0079,1
674,Claude 3.7,Healthcare,QA,1849,2775,0.69,0.93,0,8.71,1,3,0.006,0
675,Claude 3.7,Healthcare,Code Generation,702,797,0.47,0.99,1,2.36,0,5,0.0108,1
676,Gemma 3,Education,QA,1470,2623,1.2,0.94,1,9.62,1,4,0.0393,0
677,Claude 3.7,Coding,RAG,1703,2143,0.42,0.76,1,9.51,1,4,0.0284,0
678,Qwen 2.5,Coding,Code Generation,1438,1630,0.52,0.91,1,7.06,0,4,0.0131,0
679,GPT-4o,Healthcare,Translation,1811,2898,0.19,1.0,1,4.68,0,4,0.039,1
680,Claude 3.7,Education,QA,1223,1365,0.39,0.92,0,4.1,1,5,0.0091,0
681,Claude 3.7,Retail,Code Generation,107,821,1.13,0.97,1,3.83,0,5,0.0135,1
682,Qwen 2.5,Retail,Code Generation,1841,2473,1.41,0.83,1,9.09,0,4,0.0399,0
683,Mistral Large,Customer Support,RAG,296,1055,1.07,0.76,0,2.5,1,4,0.0049,0
684,Claude 3.7,Retail,Translation,177,356,0.14,0.71,1,1.44,0,5,0.0041,1
685,Llama 3.1,Finance,Translation,1605,2627,0.59,0.63,1,6.1,1,5,0.025,0
686,Claude 3.7,Education,QA,270,1222,0.73,0.73,0,8.09,0,4,0.0189,0
687,Gemma 3,Education,Classification,1242,2332,1.28,0.56,0,4.64,1,4,0.0203,0
688,Qwen 2.5,Legal,QA,1005,1649,0.04,0.57,0,7.57,1,5,0.0097,0
689,Mistral Large,Legal,Code Generation,260,1438,0.82,0.53,1,0.87,1,5,0.0116,0
690,GPT-4o,Customer Support,Translation,1717,2656,0.91,0.88,1,6.28,1,4,0.0401,0
691,Llama 3.1,Coding,QA,1370,2297,0.94,0.69,0,8.93,1,4,0.0313,0
692,GPT-4o,Retail,Translation,1181,1595,0.95,0.89,0,4.09,0,5,0.0187,1
693,Qwen 2.5,Customer Support,Translation,397,980,1.13,0.75,0,0.84,0,5,0.0063,1
694,GPT-4o,Customer Support,Translation,919,986,0.13,0.77,1,3.85,0,4,0.0052,1
695,Llama 3.1,Education,RAG,659,973,0.57,0.55,1,8.67,0,4,0.0154,0
696,Mistral Large,Education,Classification,1399,2029,0.25,0.81,0,4.49,0,4,0.0157,1
697,GPT-4o,Education,QA,779,1808,1.41,0.95,0,1.58,0,5,0.02,1
698,Qwen 2.5,Healthcare,Summarization,661,719,0.7,0.7,0,4.8,1,4,0.0139,0
699,Llama 3.1,Education,Translation,1572,1763,0.83,0.89,1,4.54,1,5,0.0194,0
700,Claude 3.7,Education,Code Generation,354,376,1.17,0.77,0,3.95,1,5,0.0073,0
701,Llama 3.1,Retail,Translation,2000,2798,0.25,0.53,1,9.89,1,5,0.048,0
702,Qwen 2.5,Retail,Classification,586,1415,0.07,0.87,0,5.32,1,5,0.024,0
703,Gemma 3,Finance,Code Generation,1808,2363,0.65,0.81,1,9.93,1,5,0.0348,0
704,GPT-4o,Coding,Summarization,668,692,0.51,0.73,0,5.71,0,5,0.0014,0
705,Qwen 2.5,Legal,Code Generation,856,1034,0.83,0.85,0,5.08,1,4,0.0187,0
706,GPT-4o,Healthcare,RAG,262,644,0.53,0.91,1,6.98,1,5,0.0107,0
707,Qwen 2.5,Education,Code Generation,768,1520,1.4,0.72,1,2.89,0,4,0.0254,1
708,Qwen 2.5,Legal,QA,462,910,0.35,0.75,1,3.61,1,4,0.0179,0
709,Llama 3.1,Education,Translation,1791,1944,0.42,0.75,0,3.77,0,5,0.03,1
710,Mistral Large,Healthcare,RAG,1762,2873,0.34,0.76,0,8.5,0,4,0.0409,0
711,Mistral Large,Legal,Classification,1322,2175,1.01,0.83,1,8.51,1,4,0.031,0
712,Llama 3.1,Education,QA,1069,2179,1.14,0.94,1,3.29,1,4,0.0046,0
713,GPT-4o,Coding,Code Generation,1812,2343,0.86,0.51,0,8.22,1,3,0.0186,0
714,Gemma 3,Customer Support,QA,208,734,0.04,0.72,1,0.65,1,4,0.0046,0
715,GPT-4o,Healthcare,RAG,1692,2626,0.5,0.9,0,9.67,1,4,0.0093,0
716,GPT-4o,Healthcare,Code Generation,651,783,1.34,0.85,1,7.12,0,4,0.0104,0
717,Claude 3.7,Healthcare,RAG,124,621,0.84,0.65,1,3.33,0,5,0.01,1
718,Llama 3.1,Healthcare,QA,796,869,0.7,0.71,1,6.03,0,4,0.0069,0
719,Qwen 2.5,Retail,RAG,35,1097,0.89,0.53,0,6.4,0,4,0.0105,0
720,Gemma 3,Retail,Translation,390,1460,0.36,0.9,1,1.16,1,5,0.0227,0
721,Llama 3.1,Healthcare,Summarization,1598,1634,0.22,0.73,1,6.9,1,4,0.0226,0
722,GPT-4o,Education,Summarization,1048,1478,1.23,0.78,0,1.94,1,5,0.0083,0
723,Mistral Large,Customer Support,QA,1377,2010,0.71,0.85,1,5.57,1,4,0.0099,0
724,Gemma 3,Customer Support,Code Generation,1025,1481,0.33,0.5,1,3.22,0,4,0.0225,1
725,Llama 3.1,Education,RAG,779,950,0.31,0.59,0,8.89,1,4,0.0114,0
726,Gemma 3,Coding,Summarization,408,833,0.95,0.96,0,3.52,0,4,0.0049,1
727,Mistral Large,Coding,QA,705,932,1.27,0.62,1,2.61,0,4,0.0132,1
728,Mistral Large,Coding,QA,703,1802,1.4,0.65,0,2.95,1,5,0.036,0
729,Qwen 2.5,Finance,QA,252,1038,0.22,0.96,1,6.72,0,4,0.0101,0
730,Llama 3.1,Customer Support,Translation,1572,2098,0.92,0.59,1,6.34,0,4,0.0342,0
731,Qwen 2.5,Customer Support,Translation,1993,2355,0.88,0.74,0,8.36,1,4,0.0366,0
732,Qwen 2.5,Customer Support,Translation,776,1809,0.75,0.73,1,3.68,1,4,0.0225,0
733,Claude 3.7,Finance,Classification,1340,1807,0.05,0.61,1,3.46,0,4,0.0325,1
734,Claude 3.7,Education,RAG,531,1022,0.83,0.57,1,1.52,1,5,0.0106,0
735,Gemma 3,Coding,QA,933,1736,0.7,0.7,1,7.64,1,3,0.0173,0
736,GPT-4o,Retail,Summarization,745,1231,1.35,0.65,1,5.05,0,4,0.004,0
737,Qwen 2.5,Retail,Classification,693,995,0.29,0.66,0,3.43,1,5,0.0155,0
738,Llama 3.1,Customer Support,RAG,27,71,1.16,0.64,1,2.94,1,4,0.0008,0
739,Llama 3.1,Legal,Code Generation,476,1193,0.34,0.87,1,4.5,1,5,0.0091,0
740,Mistral Large,Customer Support,Code Generation,865,1147,0.31,0.72,0,5.64,1,4,0.0175,0
741,GPT-4o,Finance,Summarization,1718,2405,0.53,0.61,1,5.67,1,4,0.0294,0
742,Mistral Large,Finance,RAG,1961,2399,1.49,0.78,1,8.88,1,5,0.0075,0
743,GPT-4o,Customer Support,Code Generation,232,603,0.49,0.98,0,5.47,1,4,0.0072,0
744,GPT-4o,Legal,QA,1245,1686,0.73,0.59,1,2.3,1,4,0.0234,0
745,Mistral Large,Legal,Code Generation,764,1105,0.78,0.59,1,7.86,1,5,0.0048,0
746,Llama 3.1,Retail,Translation,150,1055,0.58,0.95,1,2.0,0,5,0.0147,1
747,GPT-4o,Customer Support,RAG,1933,2366,0.47,0.6,1,8.21,1,3,0.0108,0
